_time,Building,Clients
Sun Apr 10 00:00:00 2022,Vanier,28
Sun Apr 10 00:00:00 2022,850 Peter Morand,27
Thu Apr  7 00:00:00 2022,Academic Hall,27
Sun Apr 10 00:00:00 2022,MontPetit,27
Mon Apr 11 00:00:00 2022,Seraphin Marion,27
Sat Apr  9 00:00:00 2022,100 Laurier,26
Mon Apr 11 00:00:00 2022,850 Peter Morand,26
Fri Apr  8 00:00:00 2022,LEES BLOCK A,26
Mon Apr  4 00:00:00 2022,LEES BLOCK E,26
Mon Apr  4 00:00:00 2022,LPR,26
Thu Apr  7 00:00:00 2022,535 Legget,25
Wed Apr  6 00:00:00 2022,AlumniHouse,25
Sat Apr  9 00:00:00 2022,LPR,25
Sat Apr  9 00:00:00 2022,MCU,25
Wed Apr  6 00:00:00 2022,850 Peter Morand,24
Tue Apr  5 00:00:00 2022,535 Legget,23
Mon Apr 11 00:00:00 2022,Brooks,23
Wed Apr  6 00:00:00 2022,LEES BLOCK A,23
Mon Apr  4 00:00:00 2022,Hagen,22
Mon Apr 11 00:00:00 2022,1 Stewart,21
Fri Apr  8 00:00:00 2022,Academic Hall,21
Sat Apr  9 00:00:00 2022,Hagen,21
Sat Apr  9 00:00:00 2022,LEES BLOCK E,21
Sat Apr  9 00:00:00 2022,Simard,21
Tue Apr  5 00:00:00 2022,AlumniHouse,20
Sat Apr  9 00:00:00 2022,Seraphin Marion,20
Thu Apr  7 00:00:00 2022,850 Peter Morand,19
Wed Apr  6 00:00:00 2022,Academic Hall,19
Sat Apr  9 00:00:00 2022,Arts,19
Wed Apr  6 00:00:00 2022,Stewart,19
Sun Apr 10 00:00:00 2022,Thompson,19
Sat Apr  9 00:00:00 2022,Academic Hall,18
Fri Apr  8 00:00:00 2022,AlumniHouse,18
Sun Apr 10 00:00:00 2022,KED,18
Thu Apr  7 00:00:00 2022,Sacre Coeur,18
Mon Apr  4 00:00:00 2022,600 Peter Morand,17
Wed Apr  6 00:00:00 2022,EMBA,17
Sun Apr 10 00:00:00 2022,LEES BLOCK E,17
Wed Apr  6 00:00:00 2022,535 Legget,16
Sun Apr 10 00:00:00 2022,Simard,16
Tue Apr  5 00:00:00 2022,Academic Hall,15
Tue Apr  5 00:00:00 2022,Copernicus,15
Sun Apr 10 00:00:00 2022,Hagen,15
Tue Apr  5 00:00:00 2022,850 Peter Morand,14
Fri Apr  8 00:00:00 2022,850 Peter Morand,14
Mon Apr 11 00:00:00 2022,AlumniHouse,14
Mon Apr  4 00:00:00 2022,Brooks,14
Wed Apr  6 00:00:00 2022,Copernicus,14
Thu Apr  7 00:00:00 2022,Copernicus,14
Tue Apr  5 00:00:00 2022,GradHouse,14
Sun Apr 10 00:00:00 2022,MCU,14
Fri Apr  8 00:00:00 2022,Sacre Coeur,14
Thu Apr  7 00:00:00 2022,Stewart,14
Mon Apr 11 00:00:00 2022,Academic Hall,13
Thu Apr  7 00:00:00 2022,AlumniHouse,13
Sat Apr  9 00:00:00 2022,Brooks,13
Sun Apr 10 00:00:00 2022,Perez,13
Tue Apr  5 00:00:00 2022,316 Rideau,12
Sat Apr  9 00:00:00 2022,600 Peter Morand,12
Mon Apr 11 00:00:00 2022,600 Peter Morand,12
Tue Apr  5 00:00:00 2022,Sacre Coeur,12
Tue Apr  5 00:00:00 2022,Stewart,12
Mon Apr  4 00:00:00 2022,AlumniHouse,11
Sat Apr  9 00:00:00 2022,AlumniHouse,11
Fri Apr  8 00:00:00 2022,Copernicus,11
Mon Apr 11 00:00:00 2022,Copernicus,11
Wed Apr  6 00:00:00 2022,GradHouse,11
Mon Apr  4 00:00:00 2022,Seraphin Marion,11
Sat Apr  9 00:00:00 2022,1 Stewart,10
Sun Apr 10 00:00:00 2022,Brooks,10
Thu Apr  7 00:00:00 2022,EMBA,10
Sun Apr 10 00:00:00 2022,LMX,10
Wed Apr  6 00:00:00 2022,Sacre Coeur,10
Tue Apr  5 00:00:00 2022,180 Waller,9
Fri Apr  8 00:00:00 2022,535 Legget,9
Mon Apr  4 00:00:00 2022,Copernicus,9
Sat Apr  9 00:00:00 2022,Copernicus,9
Mon Apr  4 00:00:00 2022,EMBA,9
Mon Apr 11 00:00:00 2022,EMBA,9
Mon Apr 11 00:00:00 2022,GradHouse,9
Sat Apr  9 00:00:00 2022,Henderson,9
Mon Apr  4 00:00:00 2022,Sacre Coeur,9
Fri Apr  8 00:00:00 2022,Stewart,9
Thu Apr  7 00:00:00 2022,316 Rideau,8
Mon Apr 11 00:00:00 2022,535 Legget,8
Mon Apr  4 00:00:00 2022,GradHouse,8
Fri Apr  8 00:00:00 2022,GradHouse,8
Tue Apr  5 00:00:00 2022,Henderson,8
Mon Apr  4 00:00:00 2022,1 Stewart,7
Sun Apr 10 00:00:00 2022,100 Laurier,7
Fri Apr  8 00:00:00 2022,200 Wilbrod,7
Sat Apr  9 00:00:00 2022,200 Wilbrod,7
Fri Apr  8 00:00:00 2022,316 Rideau,7
Sun Apr 10 00:00:00 2022,Arts,7
Thu Apr  7 00:00:00 2022,GradHouse,7
Thu Apr  7 00:00:00 2022,Henderson,7
