Building,"_time",Clients
Polytek,"2022-01-28T00:00:00.000-0500",4
Polytek,"2022-02-08T00:00:00.000-0500",4
"Sacre Coeur","2021-12-22T00:00:00.000-0500",4
"Sacre Coeur","2021-12-28T00:00:00.000-0500",4
"Sacre Coeur","2021-12-30T00:00:00.000-0500",4
"Sacre Coeur","2022-01-08T00:00:00.000-0500",4
"Sacre Coeur","2022-01-10T00:00:00.000-0500",4
"Sacre Coeur","2022-01-14T00:00:00.000-0500",4
"Sacre Coeur","2022-01-25T00:00:00.000-0500",4
"Sacre Coeur","2022-01-26T00:00:00.000-0500",4
"Sacre Coeur","2022-01-27T00:00:00.000-0500",4
"Sacre Coeur","2022-01-29T00:00:00.000-0500",4
"Sacre Coeur","2022-02-05T00:00:00.000-0500",4
"Seraphin Marion","2021-12-24T00:00:00.000-0500",4
"Seraphin Marion","2021-12-25T00:00:00.000-0500",4
"Seraphin Marion","2021-12-28T00:00:00.000-0500",4
"Seraphin Marion","2021-12-29T00:00:00.000-0500",4
"Seraphin Marion","2021-12-30T00:00:00.000-0500",4
"Seraphin Marion","2022-01-01T00:00:00.000-0500",4
"Seraphin Marion","2022-01-09T00:00:00.000-0500",4
Stewart,"2021-11-17T00:00:00.000-0500",4
Stewart,"2021-11-18T00:00:00.000-0500",4
Stewart,"2021-11-28T00:00:00.000-0500",4
Stewart,"2021-12-11T00:00:00.000-0500",4
Stewart,"2021-12-18T00:00:00.000-0500",4
Stewart,"2021-12-22T00:00:00.000-0500",4
Stewart,"2021-12-23T00:00:00.000-0500",4
Stewart,"2022-01-04T00:00:00.000-0500",4
Stewart,"2022-01-05T00:00:00.000-0500",4
Stewart,"2022-01-07T00:00:00.000-0500",4
Stewart,"2022-01-08T00:00:00.000-0500",4
Stewart,"2022-01-11T00:00:00.000-0500",4
Stewart,"2022-01-12T00:00:00.000-0500",4
Stewart,"2022-01-14T00:00:00.000-0500",4
Stewart,"2022-01-15T00:00:00.000-0500",4
Stewart,"2022-01-20T00:00:00.000-0500",4
Stewart,"2022-01-22T00:00:00.000-0500",4
Stewart,"2022-02-06T00:00:00.000-0500",4
Thompson,"2021-12-25T00:00:00.000-0500",4
Thompson,"2021-12-26T00:00:00.000-0500",4
Thompson,"2021-12-31T00:00:00.000-0500",4
"1 Nicholas","2021-11-16T00:00:00.000-0500",3
"1 Nicholas","2021-11-29T00:00:00.000-0500",3
"1 Nicholas","2021-11-30T00:00:00.000-0500",3
"1 Nicholas","2021-12-08T00:00:00.000-0500",3
"1 Nicholas","2022-02-08T00:00:00.000-0500",3
"1 Stewart","2021-12-18T00:00:00.000-0500",3
"1 Stewart","2021-12-29T00:00:00.000-0500",3
"1 Stewart","2021-12-30T00:00:00.000-0500",3
"1 Stewart","2022-01-02T00:00:00.000-0500",3
"1 Stewart","2022-01-03T00:00:00.000-0500",3
"1 Stewart","2022-01-08T00:00:00.000-0500",3
"1 Stewart","2022-01-09T00:00:00.000-0500",3
"180 Waller","2021-11-22T00:00:00.000-0500",3
"180 Waller","2021-11-24T00:00:00.000-0500",3
"180 Waller","2021-11-28T00:00:00.000-0500",3
"180 Waller","2021-12-11T00:00:00.000-0500",3
"180 Waller","2021-12-20T00:00:00.000-0500",3
"180 Waller","2021-12-23T00:00:00.000-0500",3
"180 Waller","2021-12-26T00:00:00.000-0500",3
"180 Waller","2021-12-30T00:00:00.000-0500",3
"180 Waller","2022-01-02T00:00:00.000-0500",3
"180 Waller","2022-01-04T00:00:00.000-0500",3
"180 Waller","2022-01-06T00:00:00.000-0500",3
"180 Waller","2022-01-07T00:00:00.000-0500",3
"180 Waller","2022-01-10T00:00:00.000-0500",3
"180 Waller","2022-01-11T00:00:00.000-0500",3
"180 Waller","2022-01-13T00:00:00.000-0500",3
"180 Waller","2022-01-19T00:00:00.000-0500",3
"180 Waller","2022-01-21T00:00:00.000-0500",3
"180 Waller","2022-01-24T00:00:00.000-0500",3
"180 Waller","2022-01-25T00:00:00.000-0500",3
"180 Waller","2022-01-26T00:00:00.000-0500",3
"180 Waller","2022-01-27T00:00:00.000-0500",3
"180 Waller","2022-02-01T00:00:00.000-0500",3
"180 Waller","2022-02-06T00:00:00.000-0500",3
"200 Wilbrod","2021-11-27T00:00:00.000-0500",3
"200 Wilbrod","2021-12-05T00:00:00.000-0500",3
"200 Wilbrod","2021-12-11T00:00:00.000-0500",3
"200 Wilbrod","2021-12-17T00:00:00.000-0500",3
"200 Wilbrod","2021-12-18T00:00:00.000-0500",3
"200 Wilbrod","2021-12-21T00:00:00.000-0500",3
"200 Wilbrod","2021-12-23T00:00:00.000-0500",3
"200 Wilbrod","2021-12-31T00:00:00.000-0500",3
"200 Wilbrod","2022-01-05T00:00:00.000-0500",3
"200 Wilbrod","2022-01-10T00:00:00.000-0500",3
"200 Wilbrod","2022-01-12T00:00:00.000-0500",3
"200 Wilbrod","2022-01-13T00:00:00.000-0500",3
"200 Wilbrod","2022-01-14T00:00:00.000-0500",3
"200 Wilbrod","2022-01-17T00:00:00.000-0500",3
"200 Wilbrod","2022-01-21T00:00:00.000-0500",3
"200 Wilbrod","2022-01-25T00:00:00.000-0500",3
"200 Wilbrod","2022-01-27T00:00:00.000-0500",3
"200 Wilbrod","2022-01-31T00:00:00.000-0500",3
"316 Rideau","2021-11-27T00:00:00.000-0500",3
"316 Rideau","2021-12-12T00:00:00.000-0500",3
"316 Rideau","2021-12-19T00:00:00.000-0500",3
"316 Rideau","2021-12-22T00:00:00.000-0500",3
"316 Rideau","2021-12-30T00:00:00.000-0500",3
"316 Rideau","2022-01-01T00:00:00.000-0500",3
"316 Rideau","2022-01-15T00:00:00.000-0500",3
"316 Rideau","2022-01-22T00:00:00.000-0500",3
"316 Rideau","2022-01-30T00:00:00.000-0500",3
"316 Rideau","2022-02-05T00:00:00.000-0500",3
"535 Legget","2021-11-28T00:00:00.000-0500",3
"600 Peter Morand","2021-12-23T00:00:00.000-0500",3
"600 Peter Morand","2022-01-02T00:00:00.000-0500",3
"600 Peter Morand","2022-01-17T00:00:00.000-0500",3
"850 Peter Morand","2021-11-20T00:00:00.000-0500",3
"850 Peter Morand","2021-11-21T00:00:00.000-0500",3
"850 Peter Morand","2022-01-07T00:00:00.000-0500",3
"850 Peter Morand","2022-01-08T00:00:00.000-0500",3
"850 Peter Morand","2022-01-26T00:00:00.000-0500",3
"850 Peter Morand","2022-02-05T00:00:00.000-0500",3
"Academic Hall","2021-11-20T00:00:00.000-0500",3
"Academic Hall","2021-12-05T00:00:00.000-0500",3
"Academic Hall","2021-12-09T00:00:00.000-0500",3
"Academic Hall","2021-12-10T00:00:00.000-0500",3
"Academic Hall","2021-12-13T00:00:00.000-0500",3
"Academic Hall","2022-02-01T00:00:00.000-0500",3
AlumniHouse,"2021-12-26T00:00:00.000-0500",3
AlumniHouse,"2021-12-29T00:00:00.000-0500",3
AlumniHouse,"2021-12-30T00:00:00.000-0500",3
AlumniHouse,"2022-01-01T00:00:00.000-0500",3
AlumniHouse,"2022-01-02T00:00:00.000-0500",3
AlumniHouse,"2022-01-05T00:00:00.000-0500",3
AlumniHouse,"2022-01-17T00:00:00.000-0500",3
Copernicus,"2021-12-24T00:00:00.000-0500",3
Copernicus,"2021-12-27T00:00:00.000-0500",3
Copernicus,"2021-12-30T00:00:00.000-0500",3
Copernicus,"2022-01-03T00:00:00.000-0500",3
EMBA,"2021-11-21T00:00:00.000-0500",3
EMBA,"2021-12-12T00:00:00.000-0500",3
EMBA,"2021-12-19T00:00:00.000-0500",3
EMBA,"2021-12-22T00:00:00.000-0500",3
EMBA,"2021-12-23T00:00:00.000-0500",3
EMBA,"2021-12-24T00:00:00.000-0500",3
EMBA,"2021-12-25T00:00:00.000-0500",3
EMBA,"2021-12-26T00:00:00.000-0500",3
EMBA,"2021-12-28T00:00:00.000-0500",3
EMBA,"2021-12-30T00:00:00.000-0500",3
EMBA,"2021-12-31T00:00:00.000-0500",3
EMBA,"2022-01-01T00:00:00.000-0500",3
EMBA,"2022-01-03T00:00:00.000-0500",3
EMBA,"2022-01-05T00:00:00.000-0500",3
EMBA,"2022-01-10T00:00:00.000-0500",3
EMBA,"2022-01-12T00:00:00.000-0500",3
EMBA,"2022-01-13T00:00:00.000-0500",3
EMBA,"2022-01-15T00:00:00.000-0500",3
EMBA,"2022-01-17T00:00:00.000-0500",3
EMBA,"2022-01-19T00:00:00.000-0500",3
EMBA,"2022-01-20T00:00:00.000-0500",3
EMBA,"2022-01-26T00:00:00.000-0500",3
EMBA,"2022-01-28T00:00:00.000-0500",3
EMBA,"2022-01-29T00:00:00.000-0500",3
EMBA,"2022-01-30T00:00:00.000-0500",3
EMBA,"2022-01-31T00:00:00.000-0500",3
EMBA,"2022-02-01T00:00:00.000-0500",3
EMBA,"2022-02-02T00:00:00.000-0500",3
EMBA,"2022-02-03T00:00:00.000-0500",3
EMBA,"2022-02-04T00:00:00.000-0500",3
EMBA,"2022-02-05T00:00:00.000-0500",3
EMBA,"2022-02-10T00:00:00.000-0500",3
Gendron,"2021-11-22T00:00:00.000-0500",3
Gendron,"2021-12-02T00:00:00.000-0500",3
Gendron,"2021-12-09T00:00:00.000-0500",3
Gendron,"2021-12-17T00:00:00.000-0500",3
Gendron,"2021-12-21T00:00:00.000-0500",3
Gendron,"2022-01-03T00:00:00.000-0500",3
Gendron,"2022-01-12T00:00:00.000-0500",3
Gendron,"2022-01-13T00:00:00.000-0500",3
Gendron,"2022-01-14T00:00:00.000-0500",3
Gendron,"2022-01-24T00:00:00.000-0500",3
Gendron,"2022-01-28T00:00:00.000-0500",3
GradHouse,"2021-12-26T00:00:00.000-0500",3
GradHouse,"2021-12-29T00:00:00.000-0500",3
GradHouse,"2022-01-02T00:00:00.000-0500",3
GradHouse,"2022-01-03T00:00:00.000-0500",3
GradHouse,"2022-01-08T00:00:00.000-0500",3
GradHouse,"2022-02-11T00:00:00.000-0500",3
Henderson,"2021-11-26T00:00:00.000-0500",3
Henderson,"2022-01-08T00:00:00.000-0500",3
Henderson,"2022-01-16T00:00:00.000-0500",3
Henderson,"2022-01-19T00:00:00.000-0500",3
Henderson,"2022-01-20T00:00:00.000-0500",3
Henderson,"2022-01-21T00:00:00.000-0500",3
Henderson,"2022-01-27T00:00:00.000-0500",3
"LEES BLOCK A","2021-12-28T00:00:00.000-0500",3
"LEES BLOCK A","2022-01-01T00:00:00.000-0500",3
"LEES BLOCK A","2022-01-09T00:00:00.000-0500",3
LMX,"2021-12-26T00:00:00.000-0500",3
LMX,"2021-12-27T00:00:00.000-0500",3
Marchand,"2021-11-20T00:00:00.000-0500",3
Marchand,"2021-11-26T00:00:00.000-0500",3
Marchand,"2021-11-27T00:00:00.000-0500",3
Marchand,"2021-12-04T00:00:00.000-0500",3
Marchand,"2021-12-05T00:00:00.000-0500",3
Marchand,"2021-12-08T00:00:00.000-0500",3
Marchand,"2021-12-14T00:00:00.000-0500",3
Marchand,"2021-12-16T00:00:00.000-0500",3
Marchand,"2021-12-18T00:00:00.000-0500",3
Marchand,"2021-12-21T00:00:00.000-0500",3
Marchand,"2021-12-28T00:00:00.000-0500",3
Marchand,"2022-01-10T00:00:00.000-0500",3
Marchand,"2022-01-17T00:00:00.000-0500",3
Marchand,"2022-01-20T00:00:00.000-0500",3
Marchand,"2022-01-27T00:00:00.000-0500",3
Marchand,"2022-01-28T00:00:00.000-0500",3
Marchand,"2022-01-31T00:00:00.000-0500",3
Marchand,"2022-02-06T00:00:00.000-0500",3
Morriset,"2022-01-19T00:00:00.000-0500",3
Polytek,"2021-11-22T00:00:00.000-0500",3
Polytek,"2021-11-23T00:00:00.000-0500",3
Polytek,"2021-11-24T00:00:00.000-0500",3
Polytek,"2021-11-29T00:00:00.000-0500",3
Polytek,"2021-12-09T00:00:00.000-0500",3
Polytek,"2021-12-16T00:00:00.000-0500",3
Polytek,"2021-12-21T00:00:00.000-0500",3
Polytek,"2022-01-06T00:00:00.000-0500",3
Polytek,"2022-01-11T00:00:00.000-0500",3
Polytek,"2022-01-12T00:00:00.000-0500",3
Polytek,"2022-01-13T00:00:00.000-0500",3
Polytek,"2022-01-14T00:00:00.000-0500",3
Polytek,"2022-01-18T00:00:00.000-0500",3
Polytek,"2022-01-19T00:00:00.000-0500",3
Polytek,"2022-01-20T00:00:00.000-0500",3
Polytek,"2022-01-21T00:00:00.000-0500",3
Polytek,"2022-01-25T00:00:00.000-0500",3
Polytek,"2022-01-26T00:00:00.000-0500",3
Polytek,"2022-01-27T00:00:00.000-0500",3
Polytek,"2022-02-02T00:00:00.000-0500",3
Polytek,"2022-02-03T00:00:00.000-0500",3
Polytek,"2022-02-04T00:00:00.000-0500",3
Polytek,"2022-02-07T00:00:00.000-0500",3
Polytek,"2022-02-09T00:00:00.000-0500",3
"Sacre Coeur","2021-12-21T00:00:00.000-0500",3
"Sacre Coeur","2021-12-23T00:00:00.000-0500",3
"Sacre Coeur","2022-01-04T00:00:00.000-0500",3
"Sacre Coeur","2022-01-05T00:00:00.000-0500",3
"Sacre Coeur","2022-01-07T00:00:00.000-0500",3
"Sacre Coeur","2022-01-11T00:00:00.000-0500",3
"Sacre Coeur","2022-01-12T00:00:00.000-0500",3
"Sacre Coeur","2022-01-17T00:00:00.000-0500",3
"Sacre Coeur","2022-01-18T00:00:00.000-0500",3
"Sacre Coeur","2022-01-20T00:00:00.000-0500",3
"Sacre Coeur","2022-01-22T00:00:00.000-0500",3
"Sacre Coeur","2022-02-11T00:00:00.000-0500",3
"Seraphin Marion","2021-12-26T00:00:00.000-0500",3
"Seraphin Marion","2021-12-27T00:00:00.000-0500",3
"Seraphin Marion","2022-01-02T00:00:00.000-0500",3
Stewart,"2021-11-20T00:00:00.000-0500",3
Stewart,"2021-11-21T00:00:00.000-0500",3
Stewart,"2021-11-27T00:00:00.000-0500",3
Stewart,"2021-12-04T00:00:00.000-0500",3
Stewart,"2021-12-19T00:00:00.000-0500",3
Stewart,"2021-12-21T00:00:00.000-0500",3
Stewart,"2021-12-26T00:00:00.000-0500",3
Stewart,"2021-12-27T00:00:00.000-0500",3
Stewart,"2021-12-28T00:00:00.000-0500",3
Stewart,"2021-12-29T00:00:00.000-0500",3
Stewart,"2021-12-31T00:00:00.000-0500",3
Stewart,"2022-01-02T00:00:00.000-0500",3
Stewart,"2022-01-03T00:00:00.000-0500",3
Stewart,"2022-01-06T00:00:00.000-0500",3
Stewart,"2022-01-09T00:00:00.000-0500",3
Stewart,"2022-01-16T00:00:00.000-0500",3
Stewart,"2022-01-17T00:00:00.000-0500",3
Stewart,"2022-01-23T00:00:00.000-0500",3
Thompson,"2021-12-27T00:00:00.000-0500",3
"1 Nicholas","2021-11-17T00:00:00.000-0500",2
"1 Nicholas","2021-11-18T00:00:00.000-0500",2
"1 Nicholas","2021-11-22T00:00:00.000-0500",2
"1 Nicholas","2021-11-24T00:00:00.000-0500",2
"1 Nicholas","2021-11-25T00:00:00.000-0500",2
"1 Nicholas","2021-11-26T00:00:00.000-0500",2
"1 Nicholas","2021-12-03T00:00:00.000-0500",2
"1 Nicholas","2021-12-06T00:00:00.000-0500",2
"1 Nicholas","2021-12-07T00:00:00.000-0500",2
"1 Nicholas","2021-12-09T00:00:00.000-0500",2
"1 Nicholas","2021-12-10T00:00:00.000-0500",2
"1 Nicholas","2021-12-14T00:00:00.000-0500",2
"1 Nicholas","2021-12-15T00:00:00.000-0500",2
"1 Nicholas","2021-12-16T00:00:00.000-0500",2
"1 Nicholas","2022-01-12T00:00:00.000-0500",2
"1 Nicholas","2022-01-21T00:00:00.000-0500",2
"1 Nicholas","2022-01-26T00:00:00.000-0500",2
"1 Nicholas","2022-01-28T00:00:00.000-0500",2
"1 Nicholas","2022-01-31T00:00:00.000-0500",2
"1 Nicholas","2022-02-04T00:00:00.000-0500",2
"1 Nicholas","2022-02-09T00:00:00.000-0500",2
"1 Stewart","2021-12-24T00:00:00.000-0500",2
"1 Stewart","2021-12-25T00:00:00.000-0500",2
"1 Stewart","2022-01-01T00:00:00.000-0500",2
"1 Stewart","2022-02-06T00:00:00.000-0500",2
"180 Waller","2021-11-20T00:00:00.000-0500",2
"180 Waller","2021-11-21T00:00:00.000-0500",2
"180 Waller","2021-12-04T00:00:00.000-0500",2
"180 Waller","2021-12-05T00:00:00.000-0500",2
"180 Waller","2021-12-22T00:00:00.000-0500",2
"180 Waller","2021-12-25T00:00:00.000-0500",2
"180 Waller","2021-12-27T00:00:00.000-0500",2
"180 Waller","2021-12-28T00:00:00.000-0500",2
"180 Waller","2021-12-29T00:00:00.000-0500",2
"180 Waller","2021-12-31T00:00:00.000-0500",2
"180 Waller","2022-01-01T00:00:00.000-0500",2
"180 Waller","2022-01-03T00:00:00.000-0500",2
"180 Waller","2022-01-17T00:00:00.000-0500",2
"180 Waller","2022-01-20T00:00:00.000-0500",2
"180 Waller","2022-01-23T00:00:00.000-0500",2
"180 Waller","2022-01-28T00:00:00.000-0500",2
"180 Waller","2022-01-29T00:00:00.000-0500",2
"180 Waller","2022-01-30T00:00:00.000-0500",2
"180 Waller","2022-02-11T00:00:00.000-0500",2
"200 Wilbrod","2021-12-24T00:00:00.000-0500",2
"200 Wilbrod","2021-12-26T00:00:00.000-0500",2
"200 Wilbrod","2021-12-27T00:00:00.000-0500",2
"200 Wilbrod","2021-12-28T00:00:00.000-0500",2
"200 Wilbrod","2021-12-29T00:00:00.000-0500",2
"200 Wilbrod","2021-12-30T00:00:00.000-0500",2
"200 Wilbrod","2022-01-02T00:00:00.000-0500",2
"200 Wilbrod","2022-01-04T00:00:00.000-0500",2
"200 Wilbrod","2022-01-08T00:00:00.000-0500",2
"200 Wilbrod","2022-01-09T00:00:00.000-0500",2
"200 Wilbrod","2022-01-11T00:00:00.000-0500",2
"200 Wilbrod","2022-01-16T00:00:00.000-0500",2
"200 Wilbrod","2022-01-20T00:00:00.000-0500",2
"200 Wilbrod","2022-01-22T00:00:00.000-0500",2
"200 Wilbrod","2022-01-23T00:00:00.000-0500",2
"200 Wilbrod","2022-01-30T00:00:00.000-0500",2
"200 Wilbrod","2022-02-01T00:00:00.000-0500",2
"200 Wilbrod","2022-02-05T00:00:00.000-0500",2
"200 Wilbrod","2022-02-06T00:00:00.000-0500",2
"200 Wilbrod","2022-02-11T00:00:00.000-0500",2
"316 Rideau","2021-12-26T00:00:00.000-0500",2
"316 Rideau","2021-12-28T00:00:00.000-0500",2
"316 Rideau","2021-12-29T00:00:00.000-0500",2
"316 Rideau","2021-12-31T00:00:00.000-0500",2
"316 Rideau","2022-01-02T00:00:00.000-0500",2
"316 Rideau","2022-01-08T00:00:00.000-0500",2
"316 Rideau","2022-01-09T00:00:00.000-0500",2
"535 Legget","2021-11-20T00:00:00.000-0500",2
"535 Legget","2021-11-27T00:00:00.000-0500",2
"535 Legget","2021-12-05T00:00:00.000-0500",2
"600 Peter Morand","2021-12-26T00:00:00.000-0500",2
"850 Peter Morand","2021-12-12T00:00:00.000-0500",2
"850 Peter Morand","2021-12-19T00:00:00.000-0500",2
"850 Peter Morand","2021-12-22T00:00:00.000-0500",2
"850 Peter Morand","2021-12-23T00:00:00.000-0500",2
"850 Peter Morand","2021-12-24T00:00:00.000-0500",2
"850 Peter Morand","2021-12-25T00:00:00.000-0500",2
"850 Peter Morand","2021-12-26T00:00:00.000-0500",2
"850 Peter Morand","2021-12-28T00:00:00.000-0500",2
"850 Peter Morand","2021-12-29T00:00:00.000-0500",2
"850 Peter Morand","2021-12-30T00:00:00.000-0500",2
"850 Peter Morand","2021-12-31T00:00:00.000-0500",2
"850 Peter Morand","2022-01-01T00:00:00.000-0500",2
"850 Peter Morand","2022-01-02T00:00:00.000-0500",2
"850 Peter Morand","2022-01-09T00:00:00.000-0500",2
"850 Peter Morand","2022-01-15T00:00:00.000-0500",2
"850 Peter Morand","2022-01-17T00:00:00.000-0500",2
"850 Peter Morand","2022-02-06T00:00:00.000-0500",2
"Academic Hall","2021-11-21T00:00:00.000-0500",2
"Academic Hall","2021-11-27T00:00:00.000-0500",2
"Academic Hall","2021-11-28T00:00:00.000-0500",2
"Academic Hall","2021-12-12T00:00:00.000-0500",2
"Academic Hall","2021-12-21T00:00:00.000-0500",2
"Academic Hall","2021-12-22T00:00:00.000-0500",2
"Academic Hall","2021-12-27T00:00:00.000-0500",2
"Academic Hall","2021-12-28T00:00:00.000-0500",2
"Academic Hall","2021-12-29T00:00:00.000-0500",2
"Academic Hall","2021-12-30T00:00:00.000-0500",2
"Academic Hall","2022-01-06T00:00:00.000-0500",2
"Academic Hall","2022-01-16T00:00:00.000-0500",2
"Academic Hall","2022-01-17T00:00:00.000-0500",2
"Academic Hall","2022-01-31T00:00:00.000-0500",2
AlumniHouse,"2021-12-25T00:00:00.000-0500",2
AlumniHouse,"2021-12-27T00:00:00.000-0500",2
CRX,"2021-12-26T00:00:00.000-0500",2
Copernicus,"2021-12-25T00:00:00.000-0500",2
Copernicus,"2021-12-26T00:00:00.000-0500",2
Copernicus,"2021-12-29T00:00:00.000-0500",2
Copernicus,"2022-01-01T00:00:00.000-0500",2
Copernicus,"2022-01-02T00:00:00.000-0500",2
EMBA,"2021-12-05T00:00:00.000-0500",2
EMBA,"2021-12-18T00:00:00.000-0500",2
EMBA,"2021-12-27T00:00:00.000-0500",2
EMBA,"2022-01-02T00:00:00.000-0500",2
EMBA,"2022-01-06T00:00:00.000-0500",2
EMBA,"2022-01-08T00:00:00.000-0500",2
EMBA,"2022-01-09T00:00:00.000-0500",2
EMBA,"2022-01-16T00:00:00.000-0500",2
EMBA,"2022-01-22T00:00:00.000-0500",2
EMBA,"2022-01-23T00:00:00.000-0500",2
EMBA,"2022-02-06T00:00:00.000-0500",2
Gendron,"2021-11-29T00:00:00.000-0500",2
Gendron,"2021-12-06T00:00:00.000-0500",2
Gendron,"2021-12-13T00:00:00.000-0500",2
Gendron,"2021-12-18T00:00:00.000-0500",2
Gendron,"2021-12-22T00:00:00.000-0500",2
Gendron,"2021-12-24T00:00:00.000-0500",2
Gendron,"2021-12-26T00:00:00.000-0500",2
Gendron,"2021-12-30T00:00:00.000-0500",2
Gendron,"2022-01-02T00:00:00.000-0500",2
Gendron,"2022-01-04T00:00:00.000-0500",2
Gendron,"2022-01-05T00:00:00.000-0500",2
Gendron,"2022-01-15T00:00:00.000-0500",2
Gendron,"2022-01-19T00:00:00.000-0500",2
Gendron,"2022-01-21T00:00:00.000-0500",2
Gendron,"2022-01-25T00:00:00.000-0500",2
Gendron,"2022-01-26T00:00:00.000-0500",2
Gendron,"2022-01-27T00:00:00.000-0500",2
Gendron,"2022-02-01T00:00:00.000-0500",2
Gendron,"2022-02-11T00:00:00.000-0500",2
GradHouse,"2021-12-24T00:00:00.000-0500",2
GradHouse,"2021-12-25T00:00:00.000-0500",2
GradHouse,"2021-12-27T00:00:00.000-0500",2
GradHouse,"2021-12-30T00:00:00.000-0500",2
GradHouse,"2021-12-31T00:00:00.000-0500",2
GradHouse,"2022-01-01T00:00:00.000-0500",2
Henderson,"2021-12-19T00:00:00.000-0500",2
Henderson,"2021-12-25T00:00:00.000-0500",2
Henderson,"2022-01-04T00:00:00.000-0500",2
Henderson,"2022-01-05T00:00:00.000-0500",2
Henderson,"2022-01-10T00:00:00.000-0500",2
Henderson,"2022-01-14T00:00:00.000-0500",2
LMX,"2021-12-25T00:00:00.000-0500",2
Marchand,"2021-11-21T00:00:00.000-0500",2
Marchand,"2021-12-11T00:00:00.000-0500",2
Marchand,"2021-12-22T00:00:00.000-0500",2
Marchand,"2021-12-24T00:00:00.000-0500",2
Marchand,"2021-12-25T00:00:00.000-0500",2
Marchand,"2021-12-26T00:00:00.000-0500",2
Marchand,"2021-12-30T00:00:00.000-0500",2
Marchand,"2021-12-31T00:00:00.000-0500",2
Marchand,"2022-01-01T00:00:00.000-0500",2
Marchand,"2022-01-02T00:00:00.000-0500",2
Marchand,"2022-01-04T00:00:00.000-0500",2
Marchand,"2022-01-05T00:00:00.000-0500",2
Marchand,"2022-01-06T00:00:00.000-0500",2
Marchand,"2022-01-07T00:00:00.000-0500",2
Marchand,"2022-01-08T00:00:00.000-0500",2
Marchand,"2022-01-11T00:00:00.000-0500",2
Marchand,"2022-01-12T00:00:00.000-0500",2
Marchand,"2022-01-18T00:00:00.000-0500",2
Marchand,"2022-01-19T00:00:00.000-0500",2
Marchand,"2022-01-21T00:00:00.000-0500",2
Marchand,"2022-01-22T00:00:00.000-0500",2
Marchand,"2022-01-23T00:00:00.000-0500",2
Marchand,"2022-01-29T00:00:00.000-0500",2
Marchand,"2022-01-30T00:00:00.000-0500",2
Morriset,"2021-12-28T00:00:00.000-0500",2
Morriset,"2022-01-05T00:00:00.000-0500",2
Morriset,"2022-01-06T00:00:00.000-0500",2
Morriset,"2022-01-11T00:00:00.000-0500",2
Morriset,"2022-01-13T00:00:00.000-0500",2
Morriset,"2022-01-17T00:00:00.000-0500",2
Morriset,"2022-01-18T00:00:00.000-0500",2
Morriset,"2022-01-20T00:00:00.000-0500",2
Morriset,"2022-01-22T00:00:00.000-0500",2
Morriset,"2022-01-24T00:00:00.000-0500",2
Morriset,"2022-01-26T00:00:00.000-0500",2
Morriset,"2022-01-28T00:00:00.000-0500",2
Polytek,"2021-11-27T00:00:00.000-0500",2
Polytek,"2021-12-03T00:00:00.000-0500",2
Polytek,"2021-12-04T00:00:00.000-0500",2
Polytek,"2021-12-06T00:00:00.000-0500",2
Polytek,"2021-12-07T00:00:00.000-0500",2
Polytek,"2021-12-11T00:00:00.000-0500",2
Polytek,"2021-12-17T00:00:00.000-0500",2
Polytek,"2021-12-20T00:00:00.000-0500",2
Polytek,"2021-12-22T00:00:00.000-0500",2
Polytek,"2022-01-05T00:00:00.000-0500",2
Polytek,"2022-01-07T00:00:00.000-0500",2
Polytek,"2022-01-29T00:00:00.000-0500",2
Polytek,"2022-01-31T00:00:00.000-0500",2
Polytek,"2022-02-01T00:00:00.000-0500",2
Polytek,"2022-02-05T00:00:00.000-0500",2
Polytek,"2022-02-10T00:00:00.000-0500",2
Polytek,"2022-02-11T00:00:00.000-0500",2
"Sacre Coeur","2021-12-27T00:00:00.000-0500",2
"Sacre Coeur","2022-01-03T00:00:00.000-0500",2
"Sacre Coeur","2022-01-06T00:00:00.000-0500",2
Stewart,"2021-12-05T00:00:00.000-0500",2
Stewart,"2021-12-24T00:00:00.000-0500",2
Stewart,"2021-12-25T00:00:00.000-0500",2
Stewart,"2021-12-30T00:00:00.000-0500",2
Stewart,"2022-01-01T00:00:00.000-0500",2
"1 Nicholas","2021-11-19T00:00:00.000-0500",1
"1 Nicholas","2021-11-23T00:00:00.000-0500",1
"1 Nicholas","2021-11-27T00:00:00.000-0500",1
"1 Nicholas","2021-12-13T00:00:00.000-0500",1
"1 Nicholas","2021-12-17T00:00:00.000-0500",1
"1 Nicholas","2021-12-19T00:00:00.000-0500",1
"1 Nicholas","2021-12-20T00:00:00.000-0500",1
"1 Nicholas","2021-12-25T00:00:00.000-0500",1
"1 Nicholas","2022-01-01T00:00:00.000-0500",1
"1 Nicholas","2022-01-04T00:00:00.000-0500",1
"1 Nicholas","2022-01-06T00:00:00.000-0500",1
"1 Nicholas","2022-01-07T00:00:00.000-0500",1
"1 Nicholas","2022-01-13T00:00:00.000-0500",1
"1 Nicholas","2022-01-14T00:00:00.000-0500",1
"1 Nicholas","2022-01-20T00:00:00.000-0500",1
"1 Nicholas","2022-01-27T00:00:00.000-0500",1
"1 Nicholas","2022-02-07T00:00:00.000-0500",1
"1 Nicholas","2022-02-11T00:00:00.000-0500",1
"200 Wilbrod","2021-12-25T00:00:00.000-0500",1
"200 Wilbrod","2022-01-01T00:00:00.000-0500",1
"200 Wilbrod","2022-01-03T00:00:00.000-0500",1
"316 Rideau","2021-12-24T00:00:00.000-0500",1
