Building,"_time",Clients
LPR,"2021-12-08T00:00:00.000-0500",100
Marion,"2022-01-17T00:00:00.000-0500",100
Perez,"2021-12-02T00:00:00.000-0500",100
Perez,"2022-02-01T00:00:00.000-0500",100
SITE,"2022-01-24T00:00:00.000-0500",100
SPX,"2021-12-12T00:00:00.000-0500",100
Tabaret,"2022-01-14T00:00:00.000-0500",100
UniCenter,"2022-01-30T00:00:00.000-0500",100
Vanier,"2022-01-26T00:00:00.000-0500",100
CBY,"2021-11-20T00:00:00.000-0500",99
Diorio,"2022-01-04T00:00:00.000-0500",99
"LEES BLOCK A","2021-11-25T00:00:00.000-0500",99
"LEES BLOCK E","2021-11-18T00:00:00.000-0500",99
LPR,"2022-01-18T00:00:00.000-0500",99
Perez,"2021-12-03T00:00:00.000-0500",99
"100 Laurier","2021-12-01T00:00:00.000-0500",98
Arts,"2021-12-02T00:00:00.000-0500",98
CBY,"2021-12-23T00:00:00.000-0500",98
Diorio,"2022-01-05T00:00:00.000-0500",98
LPR,"2022-02-11T00:00:00.000-0500",98
Perez,"2021-11-19T00:00:00.000-0500",98
STEM,"2021-12-22T00:00:00.000-0500",98
Simard,"2021-11-29T00:00:00.000-0500",98
UniCenter,"2022-01-23T00:00:00.000-0500",98
CBY,"2021-11-28T00:00:00.000-0500",97
"LEES BLOCK A","2022-02-02T00:00:00.000-0500",97
"LEES BLOCK A","2022-02-04T00:00:00.000-0500",97
LPR,"2021-12-10T00:00:00.000-0500",97
Morisset,"2022-01-21T00:00:00.000-0500",97
Morisset,"2022-01-22T00:00:00.000-0500",97
Morriset,"2022-02-07T00:00:00.000-0500",97
Perez,"2021-11-18T00:00:00.000-0500",97
Perez,"2021-12-08T00:00:00.000-0500",97
Perez,"2022-02-02T00:00:00.000-0500",97
SITE,"2021-11-27T00:00:00.000-0500",97
"LEES BLOCK E","2021-11-22T00:00:00.000-0500",96
MCU,"2021-12-01T00:00:00.000-0500",96
MontPetit,"2021-11-27T00:00:00.000-0500",96
Perez,"2022-02-07T00:00:00.000-0500",96
STEM,"2021-12-24T00:00:00.000-0500",96
Simard,"2021-11-24T00:00:00.000-0500",96
Simard,"2022-02-02T00:00:00.000-0500",96
CAREG,"2021-12-14T00:00:00.000-0500",95
"LEES BLOCK A","2022-01-10T00:00:00.000-0500",95
"LEES BLOCK E","2022-02-04T00:00:00.000-0500",95
LMX,"2022-01-27T00:00:00.000-0500",95
LPR,"2021-12-06T00:00:00.000-0500",95
Perez,"2022-01-27T00:00:00.000-0500",95
ARC,"2021-12-22T00:00:00.000-0500",94
CAREG,"2022-01-12T00:00:00.000-0500",94
CAREG,"2022-01-20T00:00:00.000-0500",94
CAREG,"2022-01-26T00:00:00.000-0500",94
KED,"2021-12-01T00:00:00.000-0500",94
"LEES BLOCK E","2021-12-06T00:00:00.000-0500",94
"LEES BLOCK E","2021-12-07T00:00:00.000-0500",94
"LEES BLOCK E","2021-12-08T00:00:00.000-0500",94
SPX,"2022-01-25T00:00:00.000-0500",94
Tabaret,"2022-01-26T00:00:00.000-0500",94
UniCenter,"2022-01-16T00:00:00.000-0500",94
Vanier,"2021-12-17T00:00:00.000-0500",94
bioScience,"2021-12-20T00:00:00.000-0500",94
ARC,"2022-01-17T00:00:00.000-0500",93
CAREG,"2022-01-27T00:00:00.000-0500",93
CAREG,"2022-01-28T00:00:00.000-0500",93
CAREG,"2022-02-01T00:00:00.000-0500",93
Diorio,"2021-12-22T00:00:00.000-0500",93
FSS,"2021-12-18T00:00:00.000-0500",93
LMX,"2022-01-25T00:00:00.000-0500",93
MCU,"2022-02-10T00:00:00.000-0500",93
Morriset,"2021-11-27T00:00:00.000-0500",93
Perez,"2021-11-29T00:00:00.000-0500",93
Simard,"2021-12-07T00:00:00.000-0500",93
bioScience,"2022-01-06T00:00:00.000-0500",93
CAREG,"2022-01-18T00:00:00.000-0500",92
"LEES BLOCK E","2021-12-03T00:00:00.000-0500",92
"LEES BLOCK E","2022-01-27T00:00:00.000-0500",92
MontPetit,"2021-12-16T00:00:00.000-0500",92
Morriset,"2022-02-08T00:00:00.000-0500",92
Perez,"2021-11-22T00:00:00.000-0500",92
Perez,"2021-11-26T00:00:00.000-0500",92
Perez,"2022-01-18T00:00:00.000-0500",92
SPX,"2022-01-20T00:00:00.000-0500",92
STEM,"2022-01-29T00:00:00.000-0500",92
Simard,"2021-12-06T00:00:00.000-0500",92
Simard,"2022-02-07T00:00:00.000-0500",92
bioScience,"2022-01-07T00:00:00.000-0500",92
"600 Peter Morand","2021-12-15T00:00:00.000-0500",91
Arts,"2021-12-07T00:00:00.000-0500",91
CAREG,"2022-02-04T00:00:00.000-0500",91
FSS,"2022-01-10T00:00:00.000-0500",91
Hagen,"2021-11-30T00:00:00.000-0500",91
"LEES BLOCK E","2021-11-19T00:00:00.000-0500",91
"LEES BLOCK E","2022-01-31T00:00:00.000-0500",91
"LEES BLOCK E","2022-02-09T00:00:00.000-0500",91
Morriset,"2022-02-09T00:00:00.000-0500",91
Perez,"2022-01-24T00:00:00.000-0500",91
Thompson,"2022-02-07T00:00:00.000-0500",91
Vanier,"2022-01-28T00:00:00.000-0500",91
"100 Laurier","2021-12-13T00:00:00.000-0500",90
CAREG,"2022-02-02T00:00:00.000-0500",90
CBY,"2021-12-11T00:00:00.000-0500",90
FSS,"2022-01-16T00:00:00.000-0500",90
LMX,"2022-01-26T00:00:00.000-0500",90
LPR,"2022-01-06T00:00:00.000-0500",90
Perez,"2022-01-19T00:00:00.000-0500",90
SPX,"2021-12-18T00:00:00.000-0500",90
Simard,"2022-02-03T00:00:00.000-0500",90
Arts,"2021-12-12T00:00:00.000-0500",89
Arts,"2022-02-04T00:00:00.000-0500",89
"LEES BLOCK A","2021-11-23T00:00:00.000-0500",89
"LEES BLOCK E","2022-02-02T00:00:00.000-0500",89
LPR,"2022-01-27T00:00:00.000-0500",89
Morriset,"2021-11-28T00:00:00.000-0500",89
Vanier,"2022-01-18T00:00:00.000-0500",89
Brooks,"2021-12-01T00:00:00.000-0500",88
Fauteux,"2022-02-06T00:00:00.000-0500",88
"LEES BLOCK A","2022-02-01T00:00:00.000-0500",88
"LEES BLOCK E","2021-11-29T00:00:00.000-0500",88
"LEES BLOCK E","2022-02-03T00:00:00.000-0500",88
MontPetit,"2021-11-21T00:00:00.000-0500",88
Morriset,"2022-02-10T00:00:00.000-0500",88
Tabaret,"2022-01-06T00:00:00.000-0500",88
Thompson,"2021-11-24T00:00:00.000-0500",88
CAREG,"2021-12-20T00:00:00.000-0500",87
CAREG,"2022-01-19T00:00:00.000-0500",87
DMS,"2021-12-21T00:00:00.000-0500",87
LMX,"2022-02-11T00:00:00.000-0500",87
Perez,"2022-01-25T00:00:00.000-0500",87
STEM,"2021-12-19T00:00:00.000-0500",87
Arts,"2021-11-26T00:00:00.000-0500",86
CAREG,"2021-12-17T00:00:00.000-0500",86
DMS,"2021-12-04T00:00:00.000-0500",86
DMS,"2021-12-11T00:00:00.000-0500",86
LPR,"2022-01-20T00:00:00.000-0500",86
MCU,"2022-01-24T00:00:00.000-0500",86
Marion,"2022-01-06T00:00:00.000-0500",86
Morriset,"2021-11-26T00:00:00.000-0500",86
Perez,"2022-01-20T00:00:00.000-0500",86
SPX,"2021-12-19T00:00:00.000-0500",86
SPX,"2022-01-07T00:00:00.000-0500",86
SPX,"2022-01-18T00:00:00.000-0500",86
Thompson,"2022-02-02T00:00:00.000-0500",86
CAREG,"2022-01-11T00:00:00.000-0500",85
CAREG,"2022-01-13T00:00:00.000-0500",85
CAREG,"2022-01-14T00:00:00.000-0500",85
CBY,"2022-01-23T00:00:00.000-0500",85
DMS,"2021-12-12T00:00:00.000-0500",85
"LEES BLOCK E","2022-02-07T00:00:00.000-0500",85
LPR,"2021-12-22T00:00:00.000-0500",85
Simard,"2021-11-23T00:00:00.000-0500",85
Tabaret,"2021-12-17T00:00:00.000-0500",85
Tabaret,"2022-01-28T00:00:00.000-0500",85
CAREG,"2022-01-10T00:00:00.000-0500",84
"LEES BLOCK A","2021-11-30T00:00:00.000-0500",84
MontPetit,"2022-01-19T00:00:00.000-0500",84
Morisset,"2021-12-22T00:00:00.000-0500",84
SITE,"2022-02-05T00:00:00.000-0500",84
SPX,"2022-01-13T00:00:00.000-0500",84
SPX,"2022-02-11T00:00:00.000-0500",84
Simard,"2022-02-10T00:00:00.000-0500",84
Thompson,"2021-12-02T00:00:00.000-0500",84
Thompson,"2022-02-03T00:00:00.000-0500",84
"100 Laurier","2021-11-22T00:00:00.000-0500",83
MCU,"2021-11-16T00:00:00.000-0500",83
Perez,"2021-12-04T00:00:00.000-0500",83
SPX,"2022-01-06T00:00:00.000-0500",83
Simard,"2021-12-14T00:00:00.000-0500",83
Thompson,"2021-12-07T00:00:00.000-0500",83
"100 Laurier","2021-12-14T00:00:00.000-0500",82
Arts,"2021-12-13T00:00:00.000-0500",82
DMS,"2021-12-22T00:00:00.000-0500",82
LPR,"2021-12-13T00:00:00.000-0500",82
LPR,"2022-01-13T00:00:00.000-0500",82
Morisset,"2022-01-17T00:00:00.000-0500",82
Simard,"2021-11-25T00:00:00.000-0500",82
Tabaret,"2022-01-19T00:00:00.000-0500",82
UniCenter,"2022-01-07T00:00:00.000-0500",82
"100 Laurier","2021-12-07T00:00:00.000-0500",81
Arts,"2021-12-11T00:00:00.000-0500",81
"LEES BLOCK E","2022-01-13T00:00:00.000-0500",81
LPR,"2021-12-20T00:00:00.000-0500",81
Marion,"2021-12-20T00:00:00.000-0500",81
SPX,"2022-01-12T00:00:00.000-0500",81
STEM,"2021-12-25T00:00:00.000-0500",81
Tabaret,"2022-01-21T00:00:00.000-0500",81
Thompson,"2022-02-08T00:00:00.000-0500",81
"100 Laurier","2021-11-24T00:00:00.000-0500",80
Arts,"2022-02-11T00:00:00.000-0500",80
CAREG,"2022-01-21T00:00:00.000-0500",80
CBY,"2021-12-19T00:00:00.000-0500",80
LPR,"2022-01-10T00:00:00.000-0500",80
Morriset,"2021-11-20T00:00:00.000-0500",80
Morriset,"2022-02-04T00:00:00.000-0500",80
Perez,"2021-12-06T00:00:00.000-0500",80
Simard,"2021-12-10T00:00:00.000-0500",80
Tabaret,"2022-01-18T00:00:00.000-0500",80
Thompson,"2021-11-18T00:00:00.000-0500",80
Thompson,"2021-11-25T00:00:00.000-0500",80
Thompson,"2021-12-16T00:00:00.000-0500",80
Vanier,"2022-01-12T00:00:00.000-0500",80
Arts,"2021-12-03T00:00:00.000-0500",79
DMS,"2021-12-05T00:00:00.000-0500",79
LPR,"2022-01-25T00:00:00.000-0500",79
MontPetit,"2021-12-05T00:00:00.000-0500",79
MontPetit,"2022-01-20T00:00:00.000-0500",79
SPX,"2022-01-10T00:00:00.000-0500",79
Thompson,"2021-11-17T00:00:00.000-0500",79
UniCenter,"2022-01-05T00:00:00.000-0500",79
UniCenter,"2022-01-09T00:00:00.000-0500",79
"600 Peter Morand","2021-11-23T00:00:00.000-0500",78
CBY,"2021-12-12T00:00:00.000-0500",78
CBY,"2022-01-30T00:00:00.000-0500",78
"LEES BLOCK A","2021-11-16T00:00:00.000-0500",78
"LEES BLOCK A","2021-11-18T00:00:00.000-0500",78
"LEES BLOCK A","2021-11-29T00:00:00.000-0500",78
"LEES BLOCK A","2022-01-26T00:00:00.000-0500",78
"LEES BLOCK E","2022-01-20T00:00:00.000-0500",78
LPR,"2022-01-26T00:00:00.000-0500",78
MCU,"2022-02-08T00:00:00.000-0500",78
MontPetit,"2021-11-20T00:00:00.000-0500",78
Perez,"2022-01-12T00:00:00.000-0500",78
SPX,"2022-01-22T00:00:00.000-0500",78
Thompson,"2021-12-08T00:00:00.000-0500",78
UniCenter,"2021-12-23T00:00:00.000-0500",78
DMS,"2021-11-21T00:00:00.000-0500",77
KED,"2021-12-04T00:00:00.000-0500",77
"LEES BLOCK E","2022-02-10T00:00:00.000-0500",77
LPR,"2022-01-11T00:00:00.000-0500",77
MontPetit,"2022-01-28T00:00:00.000-0500",77
Morisset,"2022-01-06T00:00:00.000-0500",77
Simard,"2021-11-22T00:00:00.000-0500",77
Simard,"2021-12-02T00:00:00.000-0500",77
Tabaret,"2021-12-04T00:00:00.000-0500",77
Tabaret,"2021-12-20T00:00:00.000-0500",77
ARC,"2021-11-21T00:00:00.000-0500",76
Arts,"2021-11-19T00:00:00.000-0500",76
CBY,"2021-12-25T00:00:00.000-0500",76
Fauteux,"2021-12-19T00:00:00.000-0500",76
KED,"2021-12-15T00:00:00.000-0500",76
"LEES BLOCK A","2021-11-22T00:00:00.000-0500",76
"LEES BLOCK A","2022-01-18T00:00:00.000-0500",76
"LEES BLOCK E","2022-01-10T00:00:00.000-0500",76
LPR,"2022-01-14T00:00:00.000-0500",76
MCU,"2022-02-03T00:00:00.000-0500",76
Marion,"2022-01-07T00:00:00.000-0500",76
MontPetit,"2021-12-12T00:00:00.000-0500",76
Perez,"2022-01-21T00:00:00.000-0500",76
SITE,"2021-12-20T00:00:00.000-0500",76
SITE,"2022-02-06T00:00:00.000-0500",76
SPX,"2022-01-04T00:00:00.000-0500",76
SPX,"2022-01-05T00:00:00.000-0500",76
SPX,"2022-01-11T00:00:00.000-0500",76
SPX,"2022-01-14T00:00:00.000-0500",76
SPX,"2022-02-06T00:00:00.000-0500",76
Vanier,"2021-12-20T00:00:00.000-0500",76
Vanier,"2022-01-14T00:00:00.000-0500",76
bioScience,"2021-12-21T00:00:00.000-0500",76
CBY,"2022-01-29T00:00:00.000-0500",75
FSS,"2021-12-21T00:00:00.000-0500",75
Hagen,"2022-01-24T00:00:00.000-0500",75
"LEES BLOCK A","2022-01-19T00:00:00.000-0500",75
Morriset,"2021-12-17T00:00:00.000-0500",75
Morriset,"2021-12-18T00:00:00.000-0500",75
Morriset,"2022-02-03T00:00:00.000-0500",75
SPX,"2022-01-19T00:00:00.000-0500",75
"100 Laurier","2021-11-18T00:00:00.000-0500",74
"100 Laurier","2021-11-29T00:00:00.000-0500",74
"600 Peter Morand","2021-12-01T00:00:00.000-0500",74
CBY,"2021-12-29T00:00:00.000-0500",74
CBY,"2022-01-15T00:00:00.000-0500",74
CRX,"2021-12-22T00:00:00.000-0500",74
Hagen,"2021-12-01T00:00:00.000-0500",74
"LEES BLOCK E","2022-01-26T00:00:00.000-0500",74
LPR,"2022-01-21T00:00:00.000-0500",74
Morriset,"2021-12-20T00:00:00.000-0500",74
Perez,"2022-01-11T00:00:00.000-0500",74
Thompson,"2021-11-23T00:00:00.000-0500",74
UniCenter,"2022-01-06T00:00:00.000-0500",74
Vanier,"2022-01-13T00:00:00.000-0500",74
Vanier,"2022-01-19T00:00:00.000-0500",74
ARC,"2022-01-03T00:00:00.000-0500",73
CAREG,"2022-02-11T00:00:00.000-0500",73
FSS,"2021-12-19T00:00:00.000-0500",73
Hagen,"2021-11-16T00:00:00.000-0500",73
Perez,"2022-01-28T00:00:00.000-0500",73
SITE,"2021-12-11T00:00:00.000-0500",73
SPX,"2021-12-23T00:00:00.000-0500",73
Simard,"2022-02-04T00:00:00.000-0500",73
UniCenter,"2022-01-15T00:00:00.000-0500",73
bioScience,"2022-01-04T00:00:00.000-0500",73
"LEES BLOCK A","2021-11-19T00:00:00.000-0500",72
"LEES BLOCK E","2021-12-13T00:00:00.000-0500",72
LMX,"2021-12-11T00:00:00.000-0500",72
LMX,"2021-12-12T00:00:00.000-0500",72
Perez,"2021-12-05T00:00:00.000-0500",72
SPX,"2022-01-09T00:00:00.000-0500",72
"Seraphin Marion","2021-11-30T00:00:00.000-0500",72
Simard,"2021-11-26T00:00:00.000-0500",72
Simard,"2022-01-31T00:00:00.000-0500",72
Thompson,"2021-11-19T00:00:00.000-0500",72
Thompson,"2022-02-10T00:00:00.000-0500",72
"100 Laurier","2021-11-25T00:00:00.000-0500",71
"600 Peter Morand","2021-11-24T00:00:00.000-0500",71
"600 Peter Morand","2021-12-02T00:00:00.000-0500",71
ARC,"2021-12-24T00:00:00.000-0500",71
CBY,"2022-01-03T00:00:00.000-0500",71
CBY,"2022-01-16T00:00:00.000-0500",71
"LEES BLOCK A","2022-01-11T00:00:00.000-0500",71
LPR,"2021-12-21T00:00:00.000-0500",71
Marion,"2022-01-04T00:00:00.000-0500",71
Marion,"2022-01-05T00:00:00.000-0500",71
Morriset,"2022-02-02T00:00:00.000-0500",71
Perez,"2021-11-20T00:00:00.000-0500",71
Perez,"2021-12-15T00:00:00.000-0500",71
Perez,"2022-01-14T00:00:00.000-0500",71
SPX,"2022-01-16T00:00:00.000-0500",71
Simard,"2021-11-21T00:00:00.000-0500",71
Thompson,"2022-02-04T00:00:00.000-0500",71
"100 Laurier","2021-12-02T00:00:00.000-0500",70
"600 Peter Morand","2021-11-25T00:00:00.000-0500",70
"850 Peter Morand","2021-11-16T00:00:00.000-0500",70
CBY,"2022-01-22T00:00:00.000-0500",70
CRX,"2022-01-09T00:00:00.000-0500",70
"LEES BLOCK E","2021-12-02T00:00:00.000-0500",70
"LEES BLOCK E","2021-12-14T00:00:00.000-0500",70
LPR,"2022-01-12T00:00:00.000-0500",70
MCU,"2022-02-09T00:00:00.000-0500",70
Perez,"2021-12-10T00:00:00.000-0500",70
Thompson,"2022-01-31T00:00:00.000-0500",70
Thompson,"2022-02-01T00:00:00.000-0500",70
bioScience,"2022-01-05T00:00:00.000-0500",70
"100 Laurier","2021-12-09T00:00:00.000-0500",69
"600 Peter Morand","2021-12-07T00:00:00.000-0500",69
Hagen,"2022-02-07T00:00:00.000-0500",69
"LEES BLOCK A","2022-02-08T00:00:00.000-0500",69
MontPetit,"2021-12-04T00:00:00.000-0500",69
Perez,"2021-12-09T00:00:00.000-0500",69
Perez,"2022-02-11T00:00:00.000-0500",69
SPX,"2022-01-21T00:00:00.000-0500",69
STEM,"2022-01-22T00:00:00.000-0500",69
Thompson,"2021-12-03T00:00:00.000-0500",69
Thompson,"2021-12-09T00:00:00.000-0500",69
ARC,"2021-11-20T00:00:00.000-0500",68
FSS,"2022-01-17T00:00:00.000-0500",68
"LEES BLOCK E","2022-01-25T00:00:00.000-0500",68
"LEES BLOCK E","2022-02-01T00:00:00.000-0500",68
Morriset,"2021-12-19T00:00:00.000-0500",68
Perez,"2022-01-13T00:00:00.000-0500",68
SPX,"2022-01-08T00:00:00.000-0500",68
Tabaret,"2022-01-10T00:00:00.000-0500",68
Tabaret,"2022-01-13T00:00:00.000-0500",68
Thompson,"2021-11-22T00:00:00.000-0500",68
Vanier,"2022-01-21T00:00:00.000-0500",68
"100 Laurier","2022-01-24T00:00:00.000-0500",67
"100 Laurier","2022-02-08T00:00:00.000-0500",67
CAREG,"2021-12-21T00:00:00.000-0500",67
"LEES BLOCK E","2022-01-21T00:00:00.000-0500",67
"LEES BLOCK E","2022-01-28T00:00:00.000-0500",67
MCU,"2021-11-29T00:00:00.000-0500",67
MCU,"2022-02-07T00:00:00.000-0500",67
Morisset,"2022-01-07T00:00:00.000-0500",67
SPX,"2022-01-15T00:00:00.000-0500",67
Simard,"2021-12-13T00:00:00.000-0500",67
Tabaret,"2021-12-22T00:00:00.000-0500",67
Tabaret,"2022-01-12T00:00:00.000-0500",67
Tabaret,"2022-01-20T00:00:00.000-0500",67
Tabaret,"2022-01-27T00:00:00.000-0500",67
"100 Laurier","2021-11-17T00:00:00.000-0500",66
"100 Laurier","2021-11-23T00:00:00.000-0500",66
"100 Laurier","2021-12-06T00:00:00.000-0500",66
ARC,"2021-12-23T00:00:00.000-0500",66
CBY,"2021-12-28T00:00:00.000-0500",66
CBY,"2022-01-09T00:00:00.000-0500",66
KED,"2021-11-23T00:00:00.000-0500",66
KED,"2021-12-02T00:00:00.000-0500",66
"LEES BLOCK A","2021-12-03T00:00:00.000-0500",66
"LEES BLOCK E","2021-11-26T00:00:00.000-0500",66
"LEES BLOCK E","2022-01-14T00:00:00.000-0500",66
LPR,"2022-01-04T00:00:00.000-0500",66
LPR,"2022-01-19T00:00:00.000-0500",66
LPR,"2022-01-28T00:00:00.000-0500",66
MCU,"2022-02-11T00:00:00.000-0500",66
SPX,"2022-01-23T00:00:00.000-0500",66
STEM,"2021-12-23T00:00:00.000-0500",66
Simard,"2021-11-18T00:00:00.000-0500",66
Simard,"2021-12-08T00:00:00.000-0500",66
Tabaret,"2021-11-21T00:00:00.000-0500",66
Thompson,"2021-11-29T00:00:00.000-0500",66
UniCenter,"2021-12-24T00:00:00.000-0500",66
ARC,"2021-12-04T00:00:00.000-0500",65
Brooks,"2021-11-16T00:00:00.000-0500",65
LMX,"2021-12-17T00:00:00.000-0500",65
MCU,"2022-02-02T00:00:00.000-0500",65
STEM,"2022-01-15T00:00:00.000-0500",65
Simard,"2022-02-01T00:00:00.000-0500",65
Tabaret,"2021-12-21T00:00:00.000-0500",65
Thompson,"2021-12-06T00:00:00.000-0500",65
"100 Laurier","2021-12-03T00:00:00.000-0500",64
"600 Peter Morand","2021-11-18T00:00:00.000-0500",64
CBY,"2021-12-18T00:00:00.000-0500",64
Fauteux,"2021-12-20T00:00:00.000-0500",64
KED,"2021-11-25T00:00:00.000-0500",64
KED,"2021-11-29T00:00:00.000-0500",64
LMX,"2022-01-28T00:00:00.000-0500",64
MCU,"2021-11-25T00:00:00.000-0500",64
Simard,"2021-11-20T00:00:00.000-0500",64
Simard,"2021-12-09T00:00:00.000-0500",64
Thompson,"2021-12-12T00:00:00.000-0500",64
UniCenter,"2021-12-29T00:00:00.000-0500",64
"100 Laurier","2021-12-08T00:00:00.000-0500",63
"100 Laurier","2021-12-10T00:00:00.000-0500",63
"100 Laurier","2022-02-04T00:00:00.000-0500",63
CBY,"2021-12-30T00:00:00.000-0500",63
KED,"2021-12-13T00:00:00.000-0500",63
LMX,"2021-12-20T00:00:00.000-0500",63
LPR,"2022-01-07T00:00:00.000-0500",63
Morriset,"2022-02-01T00:00:00.000-0500",63
SITE,"2022-01-27T00:00:00.000-0500",63
STEM,"2022-01-09T00:00:00.000-0500",63
Tabaret,"2022-01-11T00:00:00.000-0500",63
Thompson,"2021-12-15T00:00:00.000-0500",63
ARC,"2021-11-28T00:00:00.000-0500",62
CBY,"2022-02-05T00:00:00.000-0500",62
CBY,"2022-02-06T00:00:00.000-0500",62
KED,"2021-11-18T00:00:00.000-0500",62
KED,"2021-12-09T00:00:00.000-0500",62
"LEES BLOCK E","2022-01-18T00:00:00.000-0500",62
LPR,"2022-01-17T00:00:00.000-0500",62
"100 Laurier","2022-02-10T00:00:00.000-0500",61
"850 Peter Morand","2021-11-25T00:00:00.000-0500",61
Brooks,"2021-11-30T00:00:00.000-0500",61
CAREG,"2022-01-06T00:00:00.000-0500",61
FSS,"2022-01-15T00:00:00.000-0500",61
Hagen,"2021-12-15T00:00:00.000-0500",61
MontPetit,"2022-01-13T00:00:00.000-0500",61
SITE,"2022-01-25T00:00:00.000-0500",61
STEM,"2022-01-23T00:00:00.000-0500",61
Thompson,"2022-02-09T00:00:00.000-0500",61
UniCenter,"2021-12-31T00:00:00.000-0500",61
Vanier,"2021-12-21T00:00:00.000-0500",61
Vanier,"2022-01-10T00:00:00.000-0500",61
"100 Laurier","2022-02-11T00:00:00.000-0500",60
CBY,"2021-12-27T00:00:00.000-0500",60
FSS,"2021-12-22T00:00:00.000-0500",60
KED,"2021-11-22T00:00:00.000-0500",60
"LEES BLOCK E","2021-12-09T00:00:00.000-0500",60
MCU,"2021-12-15T00:00:00.000-0500",60
MCU,"2022-01-20T00:00:00.000-0500",60
Marion,"2021-12-21T00:00:00.000-0500",60
Morisset,"2022-01-15T00:00:00.000-0500",60
SITE,"2022-01-26T00:00:00.000-0500",60
SPX,"2022-01-03T00:00:00.000-0500",60
"100 Laurier","2022-02-07T00:00:00.000-0500",59
ARC,"2022-02-06T00:00:00.000-0500",59
FSS,"2022-01-05T00:00:00.000-0500",59
FSS,"2022-01-07T00:00:00.000-0500",59
Fauteux,"2021-12-18T00:00:00.000-0500",59
KED,"2021-12-07T00:00:00.000-0500",59
"LEES BLOCK A","2022-01-24T00:00:00.000-0500",59
MCU,"2022-02-01T00:00:00.000-0500",59
SITE,"2021-12-19T00:00:00.000-0500",59
SITE,"2021-12-21T00:00:00.000-0500",59
ARC,"2021-12-11T00:00:00.000-0500",58
ARC,"2021-12-25T00:00:00.000-0500",58
CBY,"2022-01-08T00:00:00.000-0500",58
MCU,"2021-11-22T00:00:00.000-0500",58
MCU,"2021-12-09T00:00:00.000-0500",58
MCU,"2022-01-26T00:00:00.000-0500",58
MCU,"2022-02-04T00:00:00.000-0500",58
MontPetit,"2022-01-18T00:00:00.000-0500",58
Perez,"2022-01-31T00:00:00.000-0500",58
Simard,"2021-11-28T00:00:00.000-0500",58
UniCenter,"2022-01-03T00:00:00.000-0500",58
"600 Peter Morand","2021-11-17T00:00:00.000-0500",57
Arts,"2021-12-10T00:00:00.000-0500",57
CAREG,"2022-01-05T00:00:00.000-0500",57
CBY,"2021-12-31T00:00:00.000-0500",57
DMS,"2022-01-25T00:00:00.000-0500",57
Hagen,"2022-02-03T00:00:00.000-0500",57
KED,"2021-12-03T00:00:00.000-0500",57
LMX,"2022-01-19T00:00:00.000-0500",57
LMX,"2022-01-20T00:00:00.000-0500",57
MCU,"2021-12-07T00:00:00.000-0500",57
MontPetit,"2022-01-12T00:00:00.000-0500",57
Perez,"2021-12-13T00:00:00.000-0500",57
SITE,"2022-01-28T00:00:00.000-0500",57
Thompson,"2021-11-26T00:00:00.000-0500",57
bioScience,"2021-12-22T00:00:00.000-0500",57
"100 Laurier","2022-02-03T00:00:00.000-0500",56
"600 Peter Morand","2021-11-19T00:00:00.000-0500",56
ARC,"2021-11-27T00:00:00.000-0500",56
ARC,"2021-12-30T00:00:00.000-0500",56
CAREG,"2022-01-07T00:00:00.000-0500",56
FSS,"2022-01-06T00:00:00.000-0500",56
KED,"2021-12-16T00:00:00.000-0500",56
MCU,"2021-11-26T00:00:00.000-0500",56
MCU,"2021-12-03T00:00:00.000-0500",56
MCU,"2022-01-13T00:00:00.000-0500",56
MCU,"2022-01-31T00:00:00.000-0500",56
SITE,"2021-12-18T00:00:00.000-0500",56
SITE,"2022-01-18T00:00:00.000-0500",56
STEM,"2022-01-08T00:00:00.000-0500",56
Thompson,"2021-11-20T00:00:00.000-0500",56
Thompson,"2021-11-21T00:00:00.000-0500",56
UniCenter,"2022-01-02T00:00:00.000-0500",56
Vanier,"2022-01-11T00:00:00.000-0500",56
"100 Laurier","2021-11-26T00:00:00.000-0500",55
"600 Peter Morand","2021-11-22T00:00:00.000-0500",55
ARC,"2021-12-18T00:00:00.000-0500",55
Arts,"2021-12-09T00:00:00.000-0500",55
CAREG,"2022-01-17T00:00:00.000-0500",55
MCU,"2021-11-18T00:00:00.000-0500",55
MCU,"2021-12-02T00:00:00.000-0500",55
MCU,"2022-01-06T00:00:00.000-0500",55
MCU,"2022-01-25T00:00:00.000-0500",55
MCU,"2022-01-27T00:00:00.000-0500",55
MontPetit,"2022-01-10T00:00:00.000-0500",55
SITE,"2022-01-06T00:00:00.000-0500",55
SPX,"2022-01-02T00:00:00.000-0500",55
SPX,"2022-01-28T00:00:00.000-0500",55
STEM,"2021-12-30T00:00:00.000-0500",55
STEM,"2022-01-16T00:00:00.000-0500",55
Thompson,"2021-12-04T00:00:00.000-0500",55
Thompson,"2021-12-10T00:00:00.000-0500",55
Thompson,"2021-12-13T00:00:00.000-0500",55
UniCenter,"2021-12-28T00:00:00.000-0500",55
"100 Laurier","2022-02-09T00:00:00.000-0500",54
ARC,"2021-12-28T00:00:00.000-0500",54
ARC,"2021-12-29T00:00:00.000-0500",54
ARC,"2022-01-30T00:00:00.000-0500",54
DMS,"2022-01-06T00:00:00.000-0500",54
DMS,"2022-01-11T00:00:00.000-0500",54
KED,"2021-11-17T00:00:00.000-0500",54
